,date,index,index,index,index,index,index,index,index,index,index
topico,,0,1,2,3,4,5,6,7,8,9
345,2018-10-31,1.0,4.0,28.0,24.0,26.0,22.0,13.0,19.0,8.0,10.0
346,2018-11-30,6.0,7.0,21.0,9.0,22.0,16.0,31.0,36.0,5.0,11.0
347,2018-12-31,6.0,2.0,9.0,18.0,30.0,7.0,11.0,7.0,8.0,17.0
348,2019-01-31,12.0,,10.0,29.0,22.0,28.0,17.0,31.0,11.0,3.0
349,2019-02-28,3.0,,12.0,26.0,14.0,19.0,27.0,16.0,4.0,12.0
350,2019-03-31,2.0,10.0,11.0,13.0,37.0,6.0,7.0,41.0,8.0,14.0
351,2019-04-30,9.0,4.0,13.0,17.0,42.0,28.0,15.0,16.0,11.0,15.0
352,2019-05-31,8.0,5.0,14.0,31.0,38.0,11.0,8.0,32.0,15.0,5.0
353,2019-06-30,2.0,13.0,13.0,59.0,38.0,24.0,16.0,39.0,14.0,11.0
354,2019-07-31,,8.0,15.0,10.0,63.0,14.0,9.0,29.0,8.0,8.0
355,2019-08-31,13.0,10.0,36.0,17.0,72.0,56.0,35.0,17.0,7.0,24.0
356,2019-09-30,16.0,1.0,16.0,11.0,47.0,30.0,15.0,54.0,17.0,8.0
357,2019-10-31,3.0,1.0,10.0,32.0,43.0,25.0,17.0,42.0,14.0,23.0
358,2019-11-30,8.0,5.0,17.0,23.0,38.0,38.0,16.0,31.0,3.0,15.0
359,2019-12-31,11.0,4.0,28.0,32.0,40.0,14.0,11.0,37.0,11.0,6.0
