"","igae","ipc","ifb","cetes","epu","mon","fis","com","reg"
"231"," 97.9672","39521.24","101.51"," 4.24"," 4.7883945","2.40786474","1.54599500","0.70568627","0.12884851"
"232"," 98.3386","39461.00"," 99.14"," 4.29"," 5.7186540","2.08258836","2.58643395","0.61466414","0.43496755"
"233"," 97.7670","37872.95","105.11"," 4.39"," 8.3463819","2.89710388","3.78274249","1.24234129","0.42419423"
"234"," 98.7005","40199.55","101.02"," 4.34","13.6796511","3.24633305","7.66868408","1.77573645","0.98889749"
"235"," 99.1371","40704.28","106.95"," 4.15"," 6.4950941","1.24813371","3.94577166","0.82676857","0.47442021"
"236"," 98.6614","39421.65","104.37"," 4.13"," 6.6371380","2.18092261","2.68205650","1.09099820","0.68316067"
"237"," 98.9788","40866.96","102.99"," 4.17"," 5.7940806","1.75366845","3.00036197","0.52639983","0.51365039"
"238"," 98.9655","41619.96","109.96"," 4.21"," 6.2827077","2.16647543","2.65170870","0.91973919","0.54478441"
"239","100.3288","41833.52","110.01"," 4.29"," 7.6657965","2.44468483","3.52165220","0.96580128","0.73365817"
"240"," 99.4601","43705.83","103.57"," 4.05"," 6.9446141","2.68162251","2.75104522","0.73462740","0.77731897"
"241"," 99.5237","45278.06"," 97.94"," 4.15"," 6.4724774","1.15523231","3.71266048","1.08272536","0.52185926"
"242"," 99.4411","44120.99"," 97.87"," 4.19"," 5.4463142","1.69725199","1.94346480","1.11704604","0.68855136"
"243"," 99.6735","44077.09"," 95.26"," 3.98"," 4.2290326","1.22015523","2.44500736","0.37931941","0.18455065"
"244"," 99.1890","42263.48","100.94"," 3.82"," 3.9428867","1.50870060","1.87516943","0.47489048","0.08412622"
"245"," 99.7780","41588.32","102.72"," 3.72"," 2.5984942","1.12763037","0.78501638","0.27471275","0.41113476"
"246"," 99.6183","40623.30"," 95.59"," 3.78"," 6.2163719","2.44205425","1.86659059","1.63730703","0.27042000"
"247"," 99.6705","40837.88","101.21"," 3.85"," 4.0850124","1.19005424","1.84246358","0.45140648","0.60108808"
"248","100.3458","39492.37"," 99.06"," 3.84"," 4.3775339","1.94710520","1.61094615","0.48017394","0.33930866"
"249","100.4750","40185.23"," 95.85"," 3.64"," 5.8648918","2.19374218","2.52114403","0.74922954","0.40077601"
"250","100.6298","41038.65","105.18"," 3.39"," 6.6834316","1.89772641","3.61127675","0.60675412","0.56767428"
"251","100.6008","42499.13","103.27"," 3.39"," 3.5883335","1.05300128","1.65449950","0.54322021","0.33761254"
"252","100.9679","42727.09","105.09"," 3.29"," 2.7798526","0.68536622","1.52848375","0.18713290","0.37886973"
"253","100.2067","40879.75"," 94.46"," 3.14"," 3.4857957","0.98401430","1.51776706","0.34179757","0.64221673"
"254","101.5261","38782.89"," 96.09"," 3.16"," 4.0369052","1.57147525","1.37733236","0.49306661","0.59503101"
"255","101.3630","40461.60"," 99.53"," 3.17"," 3.5762564","1.21543818","1.69924888","0.45246439","0.20910498"
"256","102.3077","40711.56"," 98.15"," 3.23"," 2.1349182","0.42935815","1.03197308","0.23898140","0.43460560"
"257","102.8786","41362.51","103.16"," 3.28"," 2.9223891","0.78741485","1.24566420","0.62283210","0.26647790"
"258","102.4797","42737.17","100.26"," 3.02"," 3.1477146","1.04632579","1.48517844","0.22251974","0.39369061"
"259","102.9102","43817.69","104.30"," 2.83"," 1.0514791","0.09287525","0.92978544","0.00000000","0.02881844"
"260","102.7232","45628.09","103.10"," 2.77"," 2.6316937","0.57892033","1.06672787","0.16712951","0.81891599"
"261","102.7868","44985.66","102.01"," 2.83"," 2.9110699","0.85871729","1.18479119","0.73969938","0.12786204"
"262","103.8829","45027.52","114.09"," 2.90"," 3.7379576","1.04968616","1.26762374","0.60269582","0.81795189"
"263","103.8713","44190.47","108.66"," 2.85"," 3.0994648","0.76015776","1.29696124","0.57823545","0.46411033"
"264","103.9902","43145.66","112.99"," 2.81"," 2.7734078","0.66408077","0.85892925","0.48447417","0.76592364"
"265","104.1243","40950.58","103.14"," 2.67"," 4.6392434","1.24334966","2.62633844","0.69973571","0.06981956"
"266","104.5082","44190.17"," 97.32"," 2.81"," 1.5763867","0.10911676","1.00375424","0.10911676","0.35439893"
"267","104.4084","43724.78","103.79"," 3.04"," 2.7570107","0.98629043","0.93056460","0.40613484","0.43402079"
"268","106.0605","44582.39","104.31"," 2.97"," 2.2414004","0.26682045","1.10763289","0.49466079","0.37228627"
"269","105.1028","44703.62","105.96"," 2.98"," 2.0551916","0.84739638","0.50569188","0.60632799","0.09577539"
"270","105.3676","45053.70","108.93"," 2.96"," 3.0923240","0.58793728","1.48622214","0.58793728","0.43022729"
"271","106.3850","44752.93","113.03"," 2.99"," 4.4556659","1.55205844","1.95108367","0.73410554","0.21841822"
"272","106.5924","43721.96","110.22"," 3.04"," 5.2212965","1.78437915","1.71035838","1.10606559","0.62049338"
"273","107.6838","42632.54","111.75"," 3.10"," 7.4622606","2.57803924","2.44885361","2.11515827","0.32020945"
"274","106.8255","44542.76","113.99"," 3.02"," 2.4797616","0.48116175","1.17926508","0.34815964","0.47117510"
"275","105.9863","43418.55","111.34"," 3.02"," 2.2760767","0.78297710","0.84834420","0.20134883","0.44340656"
"276","106.5330","42977.50","114.96"," 3.14"," 4.3340465","1.15790204","1.26674671","0.91976210","0.98963561"
"277","107.1804","43630.77","103.90"," 3.08"," 4.7479547","1.30948181","2.00581512","0.76956355","0.66309422"
"278","108.1626","43714.93","105.65"," 3.36"," 3.3052407","1.19668284","1.37474552","0.50494100","0.22887138"
"279","107.5235","45881.08","105.39"," 3.80"," 2.4395473","0.86134125","0.98508137","0.41836262","0.17476210"
"280","107.4919","45784.77","107.60"," 3.74"," 1.7699415","0.45551082","0.91564310","0.26224092","0.13654666"
"281","107.6691","45459.45","108.40"," 3.81"," 3.6785167","0.87575271","1.79601833","0.35344713","0.65329851"
"282","108.5239","45966.49","110.21"," 3.81"," 7.7085148","2.78467190","3.20905128","1.23896201","0.47582956"
"283","108.5819","46660.67","105.83"," 4.21"," 6.3094756","1.53364476","3.28909253","0.76214428","0.72459399"
"284","108.6098","47541.32","112.00"," 4.24"," 2.0989482","0.24414818","1.35489958","0.12449913","0.37540127"
"285","109.2955","47245.80","110.48"," 4.28"," 3.5308139","1.12267733","1.00283856","0.60725023","0.79804775"
"286","109.8744","48009.28","113.24"," 4.69"," 2.7708339","0.65804768","1.04832501","0.32523460","0.73922660"
"287","109.6925","45285.50","114.32"," 5.15","11.2680299","2.91789491","4.44786705","2.81686766","1.08540032"
"288","110.3846","45642.90","115.29"," 5.61"," 8.9135156","1.54592292","3.42024601","2.10893812","1.83840855"
"289","110.6561","47001.06","105.28"," 5.83","13.9616061","3.72077510","4.39206093","4.13427042","1.71449964"
"290","110.2175","46856.79","100.64"," 6.06"," 9.9968086","2.19915005","3.37658489","2.90216457","1.51890904"
"291","110.5958","48541.56","110.61"," 6.32"," 6.4381589","1.73102798","3.03747240","0.91708048","0.75257805"
"292","110.8794","49261.33"," 95.61"," 6.50"," 5.3347919","0.99497825","1.53243540","2.08693879","0.72043946"
"293","110.2917","48788.44","111.34"," 6.56"," 5.8231252","1.66610270","2.04814227","1.54234033","0.56653991"
"294","111.0105","49857.49","109.23"," 6.82"," 4.8017896","1.19989360","2.10939814","0.86538405","0.62711378"
"295","110.2719","51011.87","105.62"," 6.99"," 4.0728732","1.19181912","1.87780085","0.90040785","0.10284539"
"296","111.3214","51210.48","111.96"," 6.94"," 5.2370837","0.97068824","1.97096694","1.61350367","0.68192490"
"297","110.0820","50346.06","107.64"," 6.99"," 3.1262343","0.93489630","0.68148742","1.21251479","0.29733575"
"298","111.1379","48625.53","109.97"," 7.03"," 3.8794215","0.98066427","1.33097526","1.25716427","0.31061773"
"299","111.7939","47092.44","108.99"," 7.02"," 6.6517345","1.63092266","2.43563656","1.62607405","0.95910119"
"300","112.5371","49354.42","114.69"," 7.17"," 7.0304390","2.00217030","2.86539685","1.13915042","1.02372141"
"301","112.1708","50456.17","109.57"," 7.25"," 8.2717654","1.69878772","3.58773605","2.19409437","0.79114723"
"302","112.9116","47437.93","105.29"," 7.40"," 5.2929466","1.58922006","1.70584042","1.25703581","0.74085034"
"303","113.8640","46124.85","107.55"," 7.47"," 5.1077608","1.33467986","1.71791607","0.83971162","1.21545322"
"304","112.8652","48358.16","105.09"," 7.46"," 5.2117809","1.24789726","1.86384276","0.81730606","1.28273487"
"305","113.5684","44662.55","116.36"," 7.51"," 7.6147966","2.10789424","1.96214098","2.64277065","0.90199073"
"306","113.0637","47663.20","111.71"," 7.64"," 8.4644949","2.05291591","2.46765964","3.21057866","0.73334068"
"307","113.4178","49698.01","110.57"," 7.73"," 7.5677340","1.99916373","2.50521543","1.85078255","1.21257227"
"308","113.3991","49547.68","109.79"," 7.73"," 6.5692935","1.32160275","2.43539858","2.07541409","0.73687810"
"309","113.3272","49504.16","105.97"," 7.69"," 4.3387092","0.96673286","1.09737476","1.72295590","0.55164568"
"310","113.1819","43942.55","113.09"," 7.69"," 6.8483491","1.47114167","2.42968926","1.44031446","1.50720370"
"311","113.4108","41732.78","103.37"," 7.83"," 8.4756819","2.71532077","2.94990898","0.94893399","1.86151820"
"312","112.3496","41640.27","104.97"," 8.02"," 6.8907967","2.26107067","2.69172571","1.47886701","0.45913335"
"313","113.2750","43987.94","111.83"," 7.95"," 7.9916213","1.94070918","2.91005641","1.73280303","1.40805264"
"314","113.9332","42823.81","104.42"," 7.93"," 6.9947401","1.95083954","2.48853723","1.94904794","0.60631536"
"315","113.0665","43281.28","105.62"," 8.02"," 8.0285115","2.63463385","4.07174579","0.50518945","0.81694243"
"316","113.0393","44597.32"," 98.58"," 7.78"," 8.3287012","2.44944440","3.97869376","1.22616386","0.67439921"
"317","113.0273","42749.16","107.67"," 8.07"," 7.2547469","1.35720135","3.30211238","1.03608645","1.55934672"
"318","113.0642","43161.17","101.27"," 8.25","11.6309156","2.08862569","4.96236213","3.15984743","1.42008038"
"319","113.0082","40863.09","101.85"," 8.14"," 8.5474982","1.95152319","4.78385700","1.14010555","0.67201243"
"320","112.7606","42622.50","104.32"," 8.01","13.4002793","3.06165116","6.48549831","2.04654323","1.80658663"
"321","112.8782","43011.27"," 98.82"," 7.72","10.6403161","3.20422415","5.06594843","1.14865873","1.22148483"
"322","112.3610","43337.28","103.28"," 7.66"," 9.7762170","2.76949334","4.46939877","1.74303278","0.79429215"
"323","112.4490","42820.18"," 99.67"," 7.47"," 9.0054349","2.26217874","4.83225641","1.16815778","0.74284201"
"324","112.4358","43541.02","101.82"," 7.12","10.7702178","2.93049290","4.48922966","1.72710832","1.62338693"
"325","112.4248","44108.31","102.10"," 7.12","11.8321335","1.94789734","6.49375193","1.61198774","1.77849652"
"326","112.1508","41324.31"," 95.40"," 6.96","12.3965104","4.09031470","4.64938688","1.99092754","1.66588124"
