,date,"('date', '')","('index', 0)","('index', 1)","('index', 2)","('index', 3)","('index', 4)","('index', 5)","('index', 6)","('index', 7)","('index', 8)","('index', 9)",today
310,2015-11-30,2015-11-30,2.0,3.0,8.0,4.0,,19.0,6.0,13.0,2.0,,10221
311,2015-12-31,2015-12-31,5.0,,21.0,9.0,3.0,15.0,22.0,11.0,3.0,6.0,8851
312,2016-01-31,2016-01-31,3.0,,12.0,5.0,9.0,38.0,38.0,6.0,4.0,6.0,9153
313,2016-02-29,2016-02-29,,3.0,7.0,,11.0,27.0,20.0,5.0,,9.0,9468
314,2016-03-31,2016-03-31,3.0,,4.0,9.0,8.0,18.0,12.0,4.0,4.0,9.0,10668
315,2016-04-30,2016-04-30,,,5.0,4.0,11.0,26.0,6.0,,,6.0,11240
316,2016-05-31,2016-05-31,,3.0,8.0,8.0,15.0,20.0,20.0,10.0,13.0,12.0,10973
317,2016-06-30,2016-06-30,11.0,,22.0,14.0,22.0,52.0,37.0,25.0,3.0,15.0,10107
318,2016-07-31,2016-07-31,8.0,,12.0,13.0,14.0,72.0,18.0,6.0,14.0,18.0,9493
319,2016-08-31,2016-08-31,8.0,,1.0,4.0,20.0,12.0,10.0,,8.0,,9493
320,2016-09-30,2016-09-30,6.0,3.0,13.0,4.0,4.0,12.0,13.0,8.0,15.0,11.0,9263
321,2016-10-31,2016-10-31,2.0,,20.0,3.0,18.0,15.0,8.0,3.0,7.0,3.0,9930
322,2016-11-30,2016-11-30,22.0,6.0,10.0,57.0,24.0,42.0,32.0,33.0,14.0,25.0,8439
323,2016-12-31,2016-12-31,18.0,6.0,15.0,41.0,24.0,24.0,36.0,12.0,18.0,7.0,7141
324,2017-01-31,2017-01-31,16.0,4.0,25.0,96.0,42.0,37.0,21.0,27.0,26.0,19.0,8164
325,2017-02-28,2017-02-28,11.0,8.0,23.0,65.0,23.0,12.0,9.0,27.0,23.0,1.0,7468
326,2017-03-31,2017-03-31,11.0,2.0,6.0,39.0,31.0,11.0,23.0,20.0,8.0,6.0,9107
327,2017-04-30,2017-04-30,2.0,3.0,16.0,31.0,33.0,12.0,9.0,4.0,11.0,4.0,8330
328,2017-05-31,2017-05-31,12.0,3.0,12.0,51.0,25.0,12.0,8.0,10.0,11.0,7.0,9362
329,2017-06-30,2017-06-30,6.0,1.0,2.0,33.0,24.0,26.0,8.0,6.0,8.0,9.0,8743
330,2017-07-31,2017-07-31,,,6.0,9.0,32.0,3.0,12.0,10.0,,15.0,8283
331,2017-08-31,2017-08-31,4.0,4.0,10.0,46.0,20.0,9.0,7.0,12.0,12.0,6.0,8661
332,2017-09-30,2017-09-30,,,8.0,20.0,4.0,4.0,7.0,5.0,7.0,12.0,8726
333,2017-10-31,2017-10-31,,,7.0,25.0,14.0,7.0,22.0,11.0,7.0,10.0,8556
334,2017-11-30,2017-11-30,4.0,1.0,30.0,23.0,35.0,3.0,15.0,13.0,,21.0,8118
335,2017-12-31,2017-12-31,7.0,11.0,11.0,25.0,25.0,9.0,8.0,24.0,5.0,6.0,7052
336,2018-01-31,2018-01-31,,8.0,17.0,42.0,51.0,23.0,26.0,3.0,5.0,6.0,7538
337,2018-02-28,2018-02-28,7.0,8.0,5.0,21.0,19.0,,19.0,7.0,,6.0,7177
338,2018-03-31,2018-03-31,2.0,8.0,32.0,28.0,14.0,,11.0,9.0,3.0,3.0,8495
339,2018-04-30,2018-04-30,,,36.0,30.0,17.0,9.0,20.0,4.0,,3.0,7959
340,2018-05-31,2018-05-31,,6.0,16.0,20.0,22.0,6.0,19.0,25.0,7.0,37.0,8438
341,2018-06-30,2018-06-30,3.0,,9.0,62.0,14.0,27.0,42.0,6.0,6.0,12.0,8139
342,2018-07-31,2018-07-31,7.0,6.0,17.0,22.0,24.0,13.0,9.0,31.0,7.0,21.0,7670
343,2018-08-31,2018-08-31,5.0,6.0,2.0,30.0,40.0,13.0,28.0,10.0,,3.0,7646
344,2018-09-30,2018-09-30,7.0,,8.0,31.0,7.0,9.0,2.0,8.0,12.0,6.0,7147
345,2018-10-31,2018-10-31,1.0,4.0,28.0,24.0,26.0,22.0,13.0,19.0,8.0,10.0,8094
346,2018-11-30,2018-11-30,6.0,7.0,21.0,9.0,22.0,16.0,31.0,36.0,5.0,11.0,7828
347,2018-12-31,2018-12-31,6.0,2.0,9.0,18.0,30.0,7.0,11.0,7.0,8.0,17.0,6542
348,2019-01-31,2019-01-31,12.0,,10.0,29.0,22.0,28.0,17.0,31.0,11.0,3.0,7450
349,2019-02-28,2019-02-28,3.0,,12.0,26.0,14.0,19.0,27.0,16.0,4.0,12.0,7375
350,2019-03-31,2019-03-31,2.0,10.0,11.0,13.0,37.0,6.0,7.0,41.0,8.0,14.0,7652
351,2019-04-30,2019-04-30,9.0,4.0,13.0,17.0,42.0,28.0,15.0,16.0,11.0,15.0,7538
352,2019-05-31,2019-05-31,8.0,5.0,14.0,31.0,38.0,11.0,8.0,32.0,15.0,5.0,8061
353,2019-06-30,2019-06-30,2.0,13.0,13.0,59.0,38.0,24.0,16.0,39.0,14.0,11.0,7131
354,2019-07-31,2019-07-31,,8.0,15.0,10.0,63.0,14.0,9.0,29.0,8.0,8.0,7093
355,2019-08-31,2019-08-31,13.0,10.0,36.0,17.0,72.0,56.0,35.0,17.0,7.0,24.0,7658
356,2019-09-30,2019-09-30,16.0,1.0,16.0,11.0,47.0,30.0,15.0,54.0,17.0,8.0,7593
357,2019-10-31,2019-10-31,3.0,1.0,10.0,32.0,43.0,25.0,17.0,42.0,14.0,23.0,7773
358,2019-11-30,2019-11-30,8.0,5.0,17.0,23.0,38.0,38.0,16.0,31.0,3.0,15.0,7441
359,2019-12-31,2019-12-31,11.0,4.0,28.0,32.0,40.0,14.0,11.0,37.0,11.0,6.0,6578
360,2020-01-31,,,,,,,,,,,,6676
361,2020-01-31,,,,,,,,,,,,6904
