,date,"('date', '')","('index', 0)","('index', 1)","('index', 2)","('index', 3)","('index', 4)","('index', 5)","('index', 6)","('index', 7)","('index', 8)","('index', 9)",today
310,2015-11-30,2015-11-30,5.0,8.0,10.0,14.0,,10.0,4.0,,,6.0,10221.0
311,2015-12-31,2015-12-31,9.0,3.0,23.0,11.0,,29.0,,9.0,11.0,,8851.0
312,2016-01-31,2016-01-31,33.0,4.0,42.0,12.0,,13.0,11.0,,6.0,,9153.0
313,2016-02-29,2016-02-29,27.0,3.0,25.0,5.0,,7.0,4.0,5.0,6.0,,9468.0
314,2016-03-31,2016-03-31,18.0,4.0,19.0,6.0,,7.0,1.0,4.0,9.0,3.0,10668.0
315,2016-04-30,2016-04-30,15.0,5.0,19.0,2.0,,5.0,,1.0,6.0,5.0,11240.0
316,2016-05-31,2016-05-31,26.0,7.0,21.0,13.0,2.0,5.0,13.0,11.0,11.0,,10973.0
317,2016-06-30,2016-06-30,33.0,19.0,54.0,21.0,,28.0,6.0,6.0,16.0,18.0,10107.0
318,2016-07-31,2016-07-31,55.0,11.0,29.0,11.0,3.0,22.0,9.0,9.0,18.0,8.0,9493.0
319,2016-08-31,2016-08-31,21.0,6.0,3.0,4.0,,6.0,10.0,13.0,,,9493.0
320,2016-09-30,2016-09-30,9.0,10.0,10.0,13.0,,22.0,7.0,4.0,11.0,3.0,9263.0
321,2016-10-31,2016-10-31,6.0,1.0,18.0,2.0,2.0,21.0,6.0,11.0,3.0,9.0,9930.0
322,2016-11-30,2016-11-30,34.0,35.0,75.0,41.0,20.0,17.0,11.0,8.0,14.0,10.0,8439.0
323,2016-12-31,2016-12-31,18.0,20.0,62.0,8.0,16.0,33.0,24.0,10.0,7.0,3.0,7141.0
324,2017-01-31,2017-01-31,43.0,44.0,56.0,47.0,35.0,20.0,25.0,21.0,22.0,,8164.0
325,2017-02-28,2017-02-28,23.0,39.0,27.0,40.0,22.0,24.0,15.0,11.0,1.0,,7468.0
326,2017-03-31,2017-03-31,4.0,24.0,35.0,23.0,14.0,14.0,13.0,24.0,6.0,,9107.0
327,2017-04-30,2017-04-30,,20.0,15.0,4.0,21.0,23.0,5.0,23.0,11.0,3.0,8330.0
328,2017-05-31,2017-05-31,8.0,23.0,28.0,22.0,13.0,13.0,15.0,22.0,4.0,3.0,9362.0
329,2017-06-30,2017-06-30,20.0,27.0,21.0,16.0,3.0,7.0,2.0,17.0,10.0,,8743.0
330,2017-07-31,2017-07-31,,,33.0,7.0,9.0,3.0,,17.0,15.0,3.0,8283.0
331,2017-08-31,2017-08-31,9.0,26.0,12.0,24.0,17.0,11.0,4.0,15.0,9.0,3.0,8661.0
332,2017-09-30,2017-09-30,1.0,2.0,8.0,24.0,14.0,2.0,,4.0,12.0,,8726.0
333,2017-10-31,2017-10-31,3.0,2.0,27.0,17.0,12.0,8.0,13.0,8.0,10.0,3.0,8556.0
334,2017-11-30,2017-11-30,8.0,21.0,47.0,12.0,11.0,12.0,,13.0,21.0,,8118.0
335,2017-12-31,2017-12-31,7.0,22.0,38.0,26.0,6.0,19.0,,6.0,4.0,3.0,7052.0
336,2018-01-31,2018-01-31,15.0,22.0,48.0,6.0,31.0,12.0,4.0,37.0,6.0,,7538.0
337,2018-02-28,2018-02-28,,15.0,25.0,7.0,20.0,4.0,,15.0,6.0,,7177.0
338,2018-03-31,2018-03-31,,26.0,12.0,19.0,8.0,28.0,,14.0,3.0,,8495.0
339,2018-04-30,2018-04-30,9.0,20.0,28.0,10.0,6.0,30.0,,11.0,5.0,,7959.0
340,2018-05-31,2018-05-31,3.0,16.0,38.0,22.0,14.0,13.0,,12.0,37.0,3.0,8438.0
341,2018-06-30,2018-06-30,29.0,36.0,49.0,10.0,23.0,9.0,,13.0,12.0,,8139.0
342,2018-07-31,2018-07-31,15.0,19.0,39.0,17.0,14.0,16.0,13.0,3.0,18.0,3.0,7670.0
343,2018-08-31,2018-08-31,11.0,11.0,52.0,9.0,23.0,6.0,,22.0,3.0,,7646.0
344,2018-09-30,2018-09-30,6.0,24.0,11.0,12.0,6.0,6.0,6.0,7.0,3.0,9.0,7147.0
345,2018-10-31,2018-10-31,25.0,15.0,49.0,15.0,4.0,29.0,2.0,6.0,10.0,,8094.0
346,2018-11-30,2018-11-30,9.0,13.0,48.0,38.0,,11.0,8.0,19.0,12.0,6.0,7828.0
347,2018-12-31,2018-12-31,7.0,25.0,13.0,9.0,,10.0,8.0,26.0,17.0,,6542.0
348,2019-01-31,2019-01-31,21.0,33.0,32.0,19.0,3.0,12.0,8.0,19.0,,16.0,7450.0
349,2019-02-28,2019-02-28,16.0,14.0,34.0,21.0,1.0,8.0,8.0,16.0,12.0,3.0,7375.0
350,2019-03-31,2019-03-31,6.0,12.0,19.0,35.0,3.0,12.0,12.0,36.0,14.0,,7652.0
351,2019-04-30,2019-04-30,21.0,9.0,41.0,31.0,6.0,13.0,9.0,23.0,12.0,5.0,7538.0
352,2019-05-31,2019-05-31,18.0,26.0,17.0,42.0,,11.0,6.0,38.0,9.0,,8061.0
353,2019-06-30,2019-06-30,21.0,16.0,42.0,49.0,35.0,8.0,9.0,35.0,14.0,,7131.0
354,2019-07-31,2019-07-31,29.0,18.0,19.0,27.0,2.0,4.0,8.0,46.0,8.0,3.0,7093.0
355,2019-08-31,2019-08-31,64.0,32.0,55.0,23.0,9.0,19.0,15.0,49.0,15.0,6.0,7658.0
356,2019-09-30,2019-09-30,33.0,12.0,27.0,65.0,8.0,20.0,14.0,28.0,5.0,3.0,7593.0
357,2019-10-31,2019-10-31,22.0,14.0,33.0,47.0,12.0,13.0,11.0,35.0,23.0,,7773.0
358,2019-11-30,2019-11-30,30.0,14.0,22.0,42.0,,13.0,6.0,52.0,15.0,,7441.0
359,2019-12-31,2019-12-31,16.0,8.0,24.0,61.0,14.0,21.0,12.0,32.0,3.0,3.0,6578.0
360,2020-01-31,2020-01-31,14.0,14.0,44.0,44.0,8.0,17.0,9.0,69.0,12.0,3.0,6676.0
361,2020-02-29,2020-02-29,46.0,16.0,35.0,40.0,1.0,10.0,34.0,14.0,37.0,,6904.0
362,2020-03-31,2020-03-31,62.0,34.0,73.0,42.0,,37.0,19.0,9.0,52.0,6.0,7698.0
363,2020-04-30,2020-04-30,33.0,76.0,46.0,14.0,3.0,30.0,21.0,18.0,30.0,6.0,6712.0
364,2020-05-31,2020-05-31,29.0,26.0,22.0,27.0,6.0,27.0,31.0,27.0,3.0,10.0,
